,Event,State ID,Time,Machine
0,1D ,4,21-Jun-2019 15:29:37.095862,Booster
1,E3 ,6,21-Jun-2019 15:29:37.095862,Recycler
2,A5 ,2,21-Jun-2019 15:29:37.095862,NuMI
3,15 ,2,21-Jun-2019 15:29:37.162561,Booster
4,15 ,2,21-Jun-2019 15:29:37.229162,Booster
5,15 ,2,21-Jun-2019 15:29:37.295862,Booster
6,15 ,2,21-Jun-2019 15:29:37.362562,Booster
7,15 ,2,21-Jun-2019 15:29:37.429162,Booster
8,15 ,2,21-Jun-2019 15:29:37.495862,Booster
9,15 ,2,21-Jun-2019 15:29:37.562562,Booster
10,15 ,2,21-Jun-2019 15:29:37.629162,Booster
11,15 ,2,21-Jun-2019 15:29:37.695862,Booster
12,15 ,2,21-Jun-2019 15:29:37.762562,Booster
13,15 ,2,21-Jun-2019 15:29:37.829162,Booster
14,15 ,2,21-Jun-2019 15:29:37.895862,Booster
15,2A ,9,21-Jun-2019 15:29:37.895862,MI
16,AE ,2,21-Jun-2019 15:29:37.895862,NuMI
17,1D ,4,21-Jun-2019 15:29:37.962562,Booster
18,93 ,1,21-Jun-2019 15:29:37.962562,Accumulator
19,E9 ,20,21-Jun-2019 15:29:37.962562,Recycler
20,1C ,2,21-Jun-2019 15:29:38.029162,Booster
21,1C ,2,21-Jun-2019 15:29:38.095862,Booster
22,12 ,1,21-Jun-2019 15:29:38.162862,Booster
23,17 ,5,21-Jun-2019 15:29:38.228862,Booster
24,94 ,1,21-Jun-2019 15:29:38.228862,Accumulator
25,E9 ,20,21-Jun-2019 15:29:38.228862,Recycler
26,1C ,2,21-Jun-2019 15:29:38.295862,Booster
27,1C ,2,21-Jun-2019 15:29:38.362862,Booster
28,1D ,4,21-Jun-2019 15:29:38.428862,Booster
29,32 ,1,21-Jun-2019 15:29:38.428862,Switchyard
30,1D ,4,21-Jun-2019 15:29:38.495862,Booster
31,E3 ,6,21-Jun-2019 15:29:38.495862,Recycler
32,A5 ,2,21-Jun-2019 15:29:38.495862,NuMI
33,15 ,2,21-Jun-2019 15:29:38.562862,Booster
34,15 ,2,21-Jun-2019 15:29:38.628862,Booster
35,15 ,2,21-Jun-2019 15:29:38.695862,Booster
36,15 ,2,21-Jun-2019 15:29:38.762862,Booster
37,15 ,2,21-Jun-2019 15:29:38.828862,Booster
38,15 ,2,21-Jun-2019 15:29:38.895862,Booster
39,15 ,2,21-Jun-2019 15:29:38.962862,Booster
40,15 ,2,21-Jun-2019 15:29:39.028862,Booster
41,15 ,2,21-Jun-2019 15:29:39.095862,Booster
42,15 ,2,21-Jun-2019 15:29:39.162862,Booster
43,15 ,2,21-Jun-2019 15:29:39.228862,Booster
44,15 ,2,21-Jun-2019 15:29:39.295862,Booster
45,2A ,9,21-Jun-2019 15:29:39.295862,MI
46,AE ,2,21-Jun-2019 15:29:39.295862,NuMI
47,1D ,4,21-Jun-2019 15:29:39.362862,Booster
48,93 ,1,21-Jun-2019 15:29:39.362862,Accumulator
49,E9 ,20,21-Jun-2019 15:29:39.362862,Recycler
50,1C ,2,21-Jun-2019 15:29:39.428862,Booster
