,Event,State ID,Time,Machine
0,1D ,4,21-Jun-2019 16:20:27.377613,Booster
1,E3 ,6,21-Jun-2019 16:20:27.377613,Recycler
2,A5 ,2,21-Jun-2019 16:20:27.377613,NuMI
3,15 ,2,21-Jun-2019 16:20:27.444312,Booster
4,15 ,2,21-Jun-2019 16:20:27.510913,Booster
5,15 ,2,21-Jun-2019 16:20:27.577613,Booster
6,15 ,2,21-Jun-2019 16:20:27.644313,Booster
7,15 ,2,21-Jun-2019 16:20:27.710913,Booster
8,15 ,2,21-Jun-2019 16:20:27.777613,Booster
9,15 ,2,21-Jun-2019 16:20:27.844313,Booster
10,15 ,2,21-Jun-2019 16:20:27.910913,Booster
11,15 ,2,21-Jun-2019 16:20:27.977613,Booster
12,15 ,2,21-Jun-2019 16:20:28.044313,Booster
13,15 ,2,21-Jun-2019 16:20:28.110913,Booster
14,15 ,2,21-Jun-2019 16:20:28.177613,Booster
15,2A ,9,21-Jun-2019 16:20:28.177613,MI
16,AE ,2,21-Jun-2019 16:20:28.177613,NuMI
17,1D ,4,21-Jun-2019 16:20:28.244313,Booster
18,93 ,1,21-Jun-2019 16:20:28.244313,Accumulator
19,E9 ,20,21-Jun-2019 16:20:28.244313,Recycler
20,1C ,2,21-Jun-2019 16:20:28.310913,Booster
21,1C ,2,21-Jun-2019 16:20:28.377613,Booster
22,12 ,1,21-Jun-2019 16:20:28.444613,Booster
23,17 ,5,21-Jun-2019 16:20:28.510613,Booster
24,94 ,1,21-Jun-2019 16:20:28.510613,Accumulator
25,E9 ,20,21-Jun-2019 16:20:28.510613,Recycler
26,1C ,2,21-Jun-2019 16:20:28.577613,Booster
27,1C ,2,21-Jun-2019 16:20:28.644613,Booster
28,1D ,4,21-Jun-2019 16:20:28.710613,Booster
29,32 ,1,21-Jun-2019 16:20:28.710613,Switchyard
30,1D ,4,21-Jun-2019 16:20:28.777613,Booster
31,E3 ,6,21-Jun-2019 16:20:28.777613,Recycler
32,A5 ,2,21-Jun-2019 16:20:28.777613,NuMI
33,15 ,2,21-Jun-2019 16:20:28.844613,Booster
34,15 ,2,21-Jun-2019 16:20:28.910613,Booster
35,15 ,2,21-Jun-2019 16:20:28.977613,Booster
36,15 ,2,21-Jun-2019 16:20:29.044613,Booster
37,15 ,2,21-Jun-2019 16:20:29.110613,Booster
38,15 ,2,21-Jun-2019 16:20:29.177613,Booster
39,15 ,2,21-Jun-2019 16:20:29.244613,Booster
40,15 ,2,21-Jun-2019 16:20:29.310613,Booster
41,15 ,2,21-Jun-2019 16:20:29.377613,Booster
42,15 ,2,21-Jun-2019 16:20:29.444613,Booster
43,15 ,2,21-Jun-2019 16:20:29.510613,Booster
44,15 ,2,21-Jun-2019 16:20:29.577613,Booster
45,2A ,9,21-Jun-2019 16:20:29.577613,MI
46,AE ,2,21-Jun-2019 16:20:29.577613,NuMI
47,1D ,4,21-Jun-2019 16:20:29.644613,Booster
48,93 ,1,21-Jun-2019 16:20:29.644613,Accumulator
49,E9 ,20,21-Jun-2019 16:20:29.644613,Recycler
50,1C ,2,21-Jun-2019 16:20:29.710613,Booster
51,1C ,2,21-Jun-2019 16:20:29.777613,Booster
52,1D ,4,21-Jun-2019 16:20:29.844613,Booster
53,1D ,4,21-Jun-2019 16:20:29.910613,Booster
54,94 ,1,21-Jun-2019 16:20:29.910613,Accumulator
55,E9 ,20,21-Jun-2019 16:20:29.910613,Recycler
56,1C ,2,21-Jun-2019 16:20:29.977613,Booster
57,1C ,2,21-Jun-2019 16:20:30.044613,Booster
58,1D ,4,21-Jun-2019 16:20:30.110613,Booster
59,1D ,4,21-Jun-2019 16:20:30.177613,Booster
60,E3 ,6,21-Jun-2019 16:20:30.177613,Recycler
61,A5 ,2,21-Jun-2019 16:20:30.177613,NuMI
62,15 ,2,21-Jun-2019 16:20:30.244613,Booster
63,15 ,2,21-Jun-2019 16:20:30.310613,Booster
64,15 ,2,21-Jun-2019 16:20:30.377613,Booster
65,15 ,2,21-Jun-2019 16:20:30.444613,Booster
66,15 ,2,21-Jun-2019 16:20:30.510613,Booster
67,15 ,2,21-Jun-2019 16:20:30.577613,Booster
68,15 ,2,21-Jun-2019 16:20:30.644613,Booster
69,15 ,2,21-Jun-2019 16:20:30.710613,Booster
70,15 ,2,21-Jun-2019 16:20:30.777613,Booster
71,15 ,2,21-Jun-2019 16:20:30.844613,Booster
72,15 ,2,21-Jun-2019 16:20:30.910613,Booster
73,15 ,2,21-Jun-2019 16:20:30.977613,Booster
74,2A ,9,21-Jun-2019 16:20:30.977613,MI
75,AE ,2,21-Jun-2019 16:20:30.977613,NuMI
76,1D ,4,21-Jun-2019 16:20:31.044613,Booster
77,93 ,1,21-Jun-2019 16:20:31.044613,Accumulator
78,E9 ,20,21-Jun-2019 16:20:31.044613,Recycler
79,1C ,2,21-Jun-2019 16:20:31.110613,Booster
80,1C ,2,21-Jun-2019 16:20:31.177613,Booster
81,1D ,4,21-Jun-2019 16:20:31.244613,Booster
82,1D ,4,21-Jun-2019 16:20:31.310613,Booster
83,94 ,1,21-Jun-2019 16:20:31.310613,Accumulator
84,E9 ,20,21-Jun-2019 16:20:31.310613,Recycler
85,1C ,2,21-Jun-2019 16:20:31.377613,Booster
86,1C ,2,21-Jun-2019 16:20:31.444613,Booster
87,1D ,4,21-Jun-2019 16:20:31.510613,Booster
88,1D ,4,21-Jun-2019 16:20:31.577613,Booster
89,1D ,4,21-Jun-2019 16:20:31.644613,Booster
90,1D ,4,21-Jun-2019 16:20:31.710613,Booster
91,30 ,1,21-Jun-2019 16:20:31.710613,Accumulator
92,1D ,4,21-Jun-2019 16:20:31.777613,Booster
93,E2 ,5,21-Jun-2019 16:20:31.910613,Recycler
94,13 ,2,21-Jun-2019 16:20:31.977613,Booster
95,1D ,4,21-Jun-2019 16:20:32.044613,Booster
96,1D ,4,21-Jun-2019 16:20:32.110613,Booster
97,1D ,4,21-Jun-2019 16:20:32.177613,Booster
98,1D ,4,21-Jun-2019 16:20:32.244613,Booster
99,20 ,23,21-Jun-2019 16:20:32.310613,MI
100,12 ,1,21-Jun-2019 16:20:32.710613,Booster
101,1D ,4,21-Jun-2019 16:20:32.777613,Booster
102,1D ,4,21-Jun-2019 16:20:32.844613,Booster
103,1D ,4,21-Jun-2019 16:20:32.910613,Booster
104,12 ,1,21-Jun-2019 16:20:32.977613,Booster
105,1D ,4,21-Jun-2019 16:20:33.044613,Booster
106,1D ,4,21-Jun-2019 16:20:33.110613,Booster
107,1D ,4,21-Jun-2019 16:20:33.177613,Booster
108,1D ,4,21-Jun-2019 16:20:33.244613,Booster
109,1D ,4,21-Jun-2019 16:20:33.310613,Booster
110,E0 ,2,21-Jun-2019 16:20:34.377613,Recycler
111,19 ,2,21-Jun-2019 16:20:34.444613,Booster
112,1D ,4,21-Jun-2019 16:20:34.510613,Booster
113,1D ,4,21-Jun-2019 16:20:34.577613,Booster
114,1D ,4,21-Jun-2019 16:20:34.644613,Booster
115,1D ,4,21-Jun-2019 16:20:34.710613,Booster
116,12 ,1,21-Jun-2019 16:20:35.177613,Booster
117,1D ,4,21-Jun-2019 16:20:35.244613,Booster
118,1D ,4,21-Jun-2019 16:20:35.310613,Booster
119,1D ,4,21-Jun-2019 16:20:35.377613,Booster
120,1D ,4,21-Jun-2019 16:20:35.444613,Booster
121,1D ,4,21-Jun-2019 16:20:35.510613,Booster
122,12 ,1,21-Jun-2019 16:20:35.644613,Booster
123,1D ,4,21-Jun-2019 16:20:35.710613,Booster
124,1D ,4,21-Jun-2019 16:20:35.777613,Booster
125,1D ,4,21-Jun-2019 16:20:35.844613,Booster
126,1D ,4,21-Jun-2019 16:20:35.910613,Booster
127,1D ,4,21-Jun-2019 16:20:35.977613,Booster
128,12 ,1,21-Jun-2019 16:20:36.377613,Booster
129,1D ,4,21-Jun-2019 16:20:36.444613,Booster
130,1D ,4,21-Jun-2019 16:20:36.510613,Booster
131,1D ,4,21-Jun-2019 16:20:36.577613,Booster
132,1D ,4,21-Jun-2019 16:20:36.644613,Booster
133,1D ,4,21-Jun-2019 16:20:36.710613,Booster
134,1D ,4,21-Jun-2019 16:20:36.777613,Booster
135,1D ,4,21-Jun-2019 16:20:36.844613,Booster
136,1D ,4,21-Jun-2019 16:20:36.910613,Booster
137,E3 ,6,21-Jun-2019 16:20:37.044613,Recycler
138,A5 ,2,21-Jun-2019 16:20:37.044613,NuMI
139,15 ,2,21-Jun-2019 16:20:37.110613,Booster
140,15 ,2,21-Jun-2019 16:20:37.177613,Booster
141,15 ,2,21-Jun-2019 16:20:37.244613,Booster
142,15 ,2,21-Jun-2019 16:20:37.310613,Booster
143,15 ,2,21-Jun-2019 16:20:37.377613,Booster
144,15 ,2,21-Jun-2019 16:20:37.447613,Booster
145,15 ,2,21-Jun-2019 16:20:37.507613,Booster
