356,1D ,4,21-Jun-2019 16:24:51.960624,Booster
357,E3 ,6,21-Jun-2019 16:24:51.960624,Recycler
358,A5 ,2,21-Jun-2019 16:24:51.960624,NuMI
359,15 ,2,21-Jun-2019 16:24:52.020624,Booster
360,15 ,2,21-Jun-2019 16:24:52.090624,Booster
361,15 ,2,21-Jun-2019 16:24:52.160624,Booster
362,15 ,2,21-Jun-2019 16:24:52.220624,Booster
363,15 ,2,21-Jun-2019 16:24:52.290624,Booster
364,15 ,2,21-Jun-2019 16:24:52.360624,Booster
365,15 ,2,21-Jun-2019 16:24:52.420624,Booster
366,15 ,2,21-Jun-2019 16:24:52.490624,Booster
367,15 ,2,21-Jun-2019 16:24:52.560624,Booster
368,15 ,2,21-Jun-2019 16:24:52.620624,Booster
369,15 ,2,21-Jun-2019 16:24:52.690624,Booster
370,15 ,2,21-Jun-2019 16:24:52.760624,Booster
371,2A ,9,21-Jun-2019 16:24:52.760624,MI
372,AE ,2,21-Jun-2019 16:24:52.760624,NuMI
373,1D ,4,21-Jun-2019 16:24:52.820624,Booster
374,93 ,1,21-Jun-2019 16:24:52.820624,Accumulator
375,E9 ,20,21-Jun-2019 16:24:52.820624,Recycler
376,1C ,2,21-Jun-2019 16:24:52.890624,Booster
377,1C ,2,21-Jun-2019 16:24:52.960624,Booster
378,12 ,1,21-Jun-2019 16:24:53.020624,Booster
379,17 ,5,21-Jun-2019 16:24:53.090624,Booster
380,94 ,1,21-Jun-2019 16:24:53.090624,Accumulator
381,E9 ,20,21-Jun-2019 16:24:53.090624,Recycler
382,1C ,2,21-Jun-2019 16:24:53.160624,Booster
383,1C ,2,21-Jun-2019 16:24:53.220624,Booster
384,1D ,4,21-Jun-2019 16:24:53.290624,Booster
385,1D ,4,21-Jun-2019 16:24:53.360624,Booster
386,E3 ,6,21-Jun-2019 16:24:53.360624,Recycler
387,A5 ,2,21-Jun-2019 16:24:53.360624,NuMI
388,15 ,2,21-Jun-2019 16:24:53.420624,Booster
389,15 ,2,21-Jun-2019 16:24:53.490624,Booster
390,15 ,2,21-Jun-2019 16:24:53.560624,Booster
391,15 ,2,21-Jun-2019 16:24:53.620624,Booster
392,15 ,2,21-Jun-2019 16:24:53.690624,Booster
393,15 ,2,21-Jun-2019 16:24:53.760624,Booster
394,15 ,2,21-Jun-2019 16:24:53.820624,Booster
395,15 ,2,21-Jun-2019 16:24:53.890624,Booster
396,15 ,2,21-Jun-2019 16:24:53.960624,Booster
397,15 ,2,21-Jun-2019 16:24:54.020624,Booster
398,15 ,2,21-Jun-2019 16:24:54.090624,Booster
399,15 ,2,21-Jun-2019 16:24:54.160624,Booster
400,2A ,9,21-Jun-2019 16:24:54.160624,MI
401,AE ,2,21-Jun-2019 16:24:54.160624,NuMI
402,1D ,4,21-Jun-2019 16:24:54.220624,Booster
403,93 ,1,21-Jun-2019 16:24:54.220624,Accumulator
404,E9 ,20,21-Jun-2019 16:24:54.220624,Recycler
405,1C ,2,21-Jun-2019 16:24:54.290624,Booster
406,1C ,2,21-Jun-2019 16:24:54.360624,Booster
407,1D ,4,21-Jun-2019 16:24:54.420624,Booster
