,Event,State ID,Time,Machine
0,1D ,4,21-Jun-2019 15:19:27.185856,Booster
1,E3 ,6,21-Jun-2019 15:19:27.185856,Recycler
2,A5 ,2,21-Jun-2019 15:19:27.185856,NuMI
3,15 ,2,21-Jun-2019 15:19:27.252555,Booster
4,15 ,2,21-Jun-2019 15:19:27.319156,Booster
5,15 ,2,21-Jun-2019 15:19:27.385856,Booster
6,15 ,2,21-Jun-2019 15:19:27.452556,Booster
7,15 ,2,21-Jun-2019 15:19:27.519156,Booster
8,15 ,2,21-Jun-2019 15:19:27.585856,Booster
9,15 ,2,21-Jun-2019 15:19:27.652556,Booster
10,15 ,2,21-Jun-2019 15:19:27.719156,Booster
11,15 ,2,21-Jun-2019 15:19:27.785856,Booster
12,15 ,2,21-Jun-2019 15:19:27.852556,Booster
13,15 ,2,21-Jun-2019 15:19:27.919156,Booster
14,15 ,2,21-Jun-2019 15:19:27.985856,Booster
15,2A ,9,21-Jun-2019 15:19:27.985856,MI
16,AE ,2,21-Jun-2019 15:19:27.985856,NuMI
17,1D ,4,21-Jun-2019 15:19:28.052556,Booster
18,93 ,1,21-Jun-2019 15:19:28.052556,Accumulator
19,E9 ,20,21-Jun-2019 15:19:28.052556,Recycler
20,1C ,2,21-Jun-2019 15:19:28.119156,Booster
21,1C ,2,21-Jun-2019 15:19:28.185856,Booster
22,12 ,1,21-Jun-2019 15:19:28.252856,Booster
23,17 ,5,21-Jun-2019 15:19:28.318856,Booster
24,94 ,1,21-Jun-2019 15:19:28.318856,Accumulator
25,E9 ,20,21-Jun-2019 15:19:28.318856,Recycler
26,1C ,2,21-Jun-2019 15:19:28.385856,Booster
27,1C ,2,21-Jun-2019 15:19:28.452856,Booster
28,1D ,4,21-Jun-2019 15:19:28.518856,Booster
29,32 ,1,21-Jun-2019 15:19:28.518856,Switchyard
30,1D ,4,21-Jun-2019 15:19:28.585856,Booster
31,E3 ,6,21-Jun-2019 15:19:28.585856,Recycler
32,A5 ,2,21-Jun-2019 15:19:28.585856,NuMI
33,15 ,2,21-Jun-2019 15:19:28.652856,Booster
34,15 ,2,21-Jun-2019 15:19:28.718856,Booster
35,15 ,2,21-Jun-2019 15:19:28.785856,Booster
36,15 ,2,21-Jun-2019 15:19:28.852856,Booster
37,15 ,2,21-Jun-2019 15:19:28.918856,Booster
38,15 ,2,21-Jun-2019 15:19:28.985856,Booster
39,15 ,2,21-Jun-2019 15:19:29.052856,Booster
40,15 ,2,21-Jun-2019 15:19:29.118856,Booster
41,15 ,2,21-Jun-2019 15:19:29.185856,Booster
42,15 ,2,21-Jun-2019 15:19:29.252856,Booster
43,15 ,2,21-Jun-2019 15:19:29.318856,Booster
44,15 ,2,21-Jun-2019 15:19:29.385856,Booster
45,2A ,9,21-Jun-2019 15:19:29.385856,MI
46,AE ,2,21-Jun-2019 15:19:29.385856,NuMI
47,1D ,4,21-Jun-2019 15:19:29.452856,Booster
48,93 ,1,21-Jun-2019 15:19:29.452856,Accumulator
49,E9 ,20,21-Jun-2019 15:19:29.452856,Recycler
50,1C ,2,21-Jun-2019 15:19:29.518856,Booster
51,1C ,2,21-Jun-2019 15:19:29.585856,Booster
52,1D ,4,21-Jun-2019 15:19:29.652856,Booster
53,1D ,4,21-Jun-2019 15:19:29.718856,Booster
54,94 ,1,21-Jun-2019 15:19:29.718856,Accumulator
55,E9 ,20,21-Jun-2019 15:19:29.718856,Recycler
56,1C ,2,21-Jun-2019 15:19:29.785856,Booster
57,1C ,2,21-Jun-2019 15:19:29.852856,Booster
58,1D ,4,21-Jun-2019 15:19:29.918856,Booster
59,1D ,4,21-Jun-2019 15:19:29.985856,Booster
60,E3 ,6,21-Jun-2019 15:19:29.985856,Recycler
61,A5 ,2,21-Jun-2019 15:19:29.985856,NuMI
62,15 ,2,21-Jun-2019 15:19:30.052856,Booster
63,15 ,2,21-Jun-2019 15:19:30.118856,Booster
64,15 ,2,21-Jun-2019 15:19:30.185856,Booster
65,15 ,2,21-Jun-2019 15:19:30.252856,Booster
66,15 ,2,21-Jun-2019 15:19:30.318856,Booster
67,15 ,2,21-Jun-2019 15:19:30.385856,Booster
68,15 ,2,21-Jun-2019 15:19:30.452856,Booster
69,15 ,2,21-Jun-2019 15:19:30.518856,Booster
70,15 ,2,21-Jun-2019 15:19:30.585856,Booster
71,15 ,2,21-Jun-2019 15:19:30.652856,Booster
72,15 ,2,21-Jun-2019 15:19:30.718856,Booster
73,15 ,2,21-Jun-2019 15:19:30.785856,Booster
74,2A ,9,21-Jun-2019 15:19:30.785856,MI
75,AE ,2,21-Jun-2019 15:19:30.785856,NuMI
76,1D ,4,21-Jun-2019 15:19:30.852856,Booster
77,93 ,1,21-Jun-2019 15:19:30.852856,Accumulator
78,E9 ,20,21-Jun-2019 15:19:30.852856,Recycler
79,1C ,2,21-Jun-2019 15:19:30.918856,Booster
80,1C ,2,21-Jun-2019 15:19:30.985856,Booster
81,1D ,4,21-Jun-2019 15:19:31.052856,Booster
82,1D ,4,21-Jun-2019 15:19:31.118856,Booster
83,94 ,1,21-Jun-2019 15:19:31.118856,Accumulator
84,E9 ,20,21-Jun-2019 15:19:31.118856,Recycler
85,1C ,2,21-Jun-2019 15:19:31.185856,Booster
86,1C ,2,21-Jun-2019 15:19:31.252856,Booster
87,1D ,4,21-Jun-2019 15:19:31.318856,Booster
88,1D ,4,21-Jun-2019 15:19:31.385856,Booster
89,1D ,4,21-Jun-2019 15:19:31.452856,Booster
90,1D ,4,21-Jun-2019 15:19:31.518856,Booster
91,30 ,1,21-Jun-2019 15:19:31.518856,Accumulator
92,1D ,4,21-Jun-2019 15:19:31.585856,Booster
93,E2 ,5,21-Jun-2019 15:19:31.718856,Recycler
94,13 ,2,21-Jun-2019 15:19:31.785856,Booster
95,1D ,4,21-Jun-2019 15:19:31.852856,Booster
96,1D ,4,21-Jun-2019 15:19:31.918856,Booster
97,1D ,4,21-Jun-2019 15:19:31.985856,Booster
98,1D ,4,21-Jun-2019 15:19:32.052856,Booster
99,20 ,23,21-Jun-2019 15:19:32.118856,MI
100,12 ,1,21-Jun-2019 15:19:32.518856,Booster
101,1D ,4,21-Jun-2019 15:19:32.585856,Booster
102,1D ,4,21-Jun-2019 15:19:32.652856,Booster
103,1D ,4,21-Jun-2019 15:19:32.718856,Booster
104,12 ,1,21-Jun-2019 15:19:32.785856,Booster
105,1D ,4,21-Jun-2019 15:19:32.852856,Booster
106,1D ,4,21-Jun-2019 15:19:32.918856,Booster
107,1D ,4,21-Jun-2019 15:19:32.985856,Booster
108,1D ,4,21-Jun-2019 15:19:33.052856,Booster
109,1D ,4,21-Jun-2019 15:19:33.118856,Booster
110,E0 ,2,21-Jun-2019 15:19:34.185856,Recycler
111,19 ,2,21-Jun-2019 15:19:34.252856,Booster
112,1D ,4,21-Jun-2019 15:19:34.318856,Booster
113,1D ,4,21-Jun-2019 15:19:34.385856,Booster
114,1D ,4,21-Jun-2019 15:19:34.452856,Booster
115,1D ,4,21-Jun-2019 15:19:34.518856,Booster
116,12 ,1,21-Jun-2019 15:19:34.985856,Booster
117,1D ,4,21-Jun-2019 15:19:35.052856,Booster
118,1D ,4,21-Jun-2019 15:19:35.118856,Booster
119,1D ,4,21-Jun-2019 15:19:35.185856,Booster
120,1D ,4,21-Jun-2019 15:19:35.252856,Booster
121,1D ,4,21-Jun-2019 15:19:35.318856,Booster
122,12 ,1,21-Jun-2019 15:19:35.452856,Booster
123,1D ,4,21-Jun-2019 15:19:35.518856,Booster
124,1D ,4,21-Jun-2019 15:19:35.585856,Booster
125,1D ,4,21-Jun-2019 15:19:35.652856,Booster
126,1D ,4,21-Jun-2019 15:19:35.718856,Booster
127,1D ,4,21-Jun-2019 15:19:35.785856,Booster
128,12 ,1,21-Jun-2019 15:19:36.185856,Booster
129,1D ,4,21-Jun-2019 15:19:36.252856,Booster
