,Event,State ID,Time,Machine
0,1D ,4,21-Jun-2019 15:08:16.196876,Booster
1,E3 ,6,21-Jun-2019 15:08:16.196876,Recycler
2,A5 ,2,21-Jun-2019 15:08:16.196876,NuMI
3,15 ,2,21-Jun-2019 15:08:16.263575,Booster
4,15 ,2,21-Jun-2019 15:08:16.330176,Booster
5,15 ,2,21-Jun-2019 15:08:16.396876,Booster
6,15 ,2,21-Jun-2019 15:08:16.463576,Booster
7,15 ,2,21-Jun-2019 15:08:16.530176,Booster
8,15 ,2,21-Jun-2019 15:08:16.596876,Booster
9,15 ,2,21-Jun-2019 15:08:16.663576,Booster
10,15 ,2,21-Jun-2019 15:08:16.730176,Booster
11,15 ,2,21-Jun-2019 15:08:16.796876,Booster
12,15 ,2,21-Jun-2019 15:08:16.863576,Booster
13,15 ,2,21-Jun-2019 15:08:16.930176,Booster
14,15 ,2,21-Jun-2019 15:08:16.996876,Booster
15,2A ,9,21-Jun-2019 15:08:16.996876,MI
16,AE ,2,21-Jun-2019 15:08:16.996876,NuMI
17,1D ,4,21-Jun-2019 15:08:17.063576,Booster
18,93 ,1,21-Jun-2019 15:08:17.063576,Accumulator
19,E9 ,20,21-Jun-2019 15:08:17.063576,Recycler
20,1C ,2,21-Jun-2019 15:08:17.130176,Booster
21,1C ,2,21-Jun-2019 15:08:17.196876,Booster
22,12 ,1,21-Jun-2019 15:08:17.263876,Booster
23,17 ,5,21-Jun-2019 15:08:17.329876,Booster
24,94 ,1,21-Jun-2019 15:08:17.329876,Accumulator
25,E9 ,20,21-Jun-2019 15:08:17.329876,Recycler
26,1C ,2,21-Jun-2019 15:08:17.396876,Booster
27,1C ,2,21-Jun-2019 15:08:17.463876,Booster
28,1D ,4,21-Jun-2019 15:08:17.529876,Booster
29,32 ,1,21-Jun-2019 15:08:17.529876,Switchyard
30,1D ,4,21-Jun-2019 15:08:17.596876,Booster
31,E3 ,6,21-Jun-2019 15:08:17.596876,Recycler
32,A5 ,2,21-Jun-2019 15:08:17.596876,NuMI
33,15 ,2,21-Jun-2019 15:08:17.663876,Booster
34,15 ,2,21-Jun-2019 15:08:17.729876,Booster
35,15 ,2,21-Jun-2019 15:08:17.796876,Booster
36,15 ,2,21-Jun-2019 15:08:17.863876,Booster
37,15 ,2,21-Jun-2019 15:08:17.929876,Booster
38,15 ,2,21-Jun-2019 15:08:17.996876,Booster
39,15 ,2,21-Jun-2019 15:08:18.063876,Booster
40,15 ,2,21-Jun-2019 15:08:18.129876,Booster
41,15 ,2,21-Jun-2019 15:08:18.196876,Booster
42,15 ,2,21-Jun-2019 15:08:18.263876,Booster
43,15 ,2,21-Jun-2019 15:08:18.329876,Booster
44,15 ,2,21-Jun-2019 15:08:18.396876,Booster
45,2A ,9,21-Jun-2019 15:08:18.396876,MI
46,AE ,2,21-Jun-2019 15:08:18.396876,NuMI
47,1D ,4,21-Jun-2019 15:08:18.463876,Booster
48,93 ,1,21-Jun-2019 15:08:18.463876,Accumulator
49,E9 ,20,21-Jun-2019 15:08:18.463876,Recycler
50,1C ,2,21-Jun-2019 15:08:18.529876,Booster
51,1C ,2,21-Jun-2019 15:08:18.596876,Booster
52,1D ,4,21-Jun-2019 15:08:18.663876,Booster
53,1D ,4,21-Jun-2019 15:08:18.729876,Booster
54,94 ,1,21-Jun-2019 15:08:18.729876,Accumulator
55,E9 ,20,21-Jun-2019 15:08:18.729876,Recycler
56,1C ,2,21-Jun-2019 15:08:18.796876,Booster
57,1C ,2,21-Jun-2019 15:08:18.863876,Booster
58,1D ,4,21-Jun-2019 15:08:18.929876,Booster
59,1D ,4,21-Jun-2019 15:08:18.996876,Booster
60,E3 ,6,21-Jun-2019 15:08:18.996876,Recycler
61,A5 ,2,21-Jun-2019 15:08:18.996876,NuMI
62,15 ,2,21-Jun-2019 15:08:19.063876,Booster
63,15 ,2,21-Jun-2019 15:08:19.129876,Booster
64,15 ,2,21-Jun-2019 15:08:19.196876,Booster
65,15 ,2,21-Jun-2019 15:08:19.263876,Booster
66,15 ,2,21-Jun-2019 15:08:19.329876,Booster
67,15 ,2,21-Jun-2019 15:08:19.396876,Booster
68,15 ,2,21-Jun-2019 15:08:19.463876,Booster
69,15 ,2,21-Jun-2019 15:08:19.529876,Booster
70,15 ,2,21-Jun-2019 15:08:19.596876,Booster
71,15 ,2,21-Jun-2019 15:08:19.663876,Booster
72,15 ,2,21-Jun-2019 15:08:19.729876,Booster
73,15 ,2,21-Jun-2019 15:08:19.796876,Booster
74,2A ,9,21-Jun-2019 15:08:19.796876,MI
75,AE ,2,21-Jun-2019 15:08:19.796876,NuMI
76,1D ,4,21-Jun-2019 15:08:19.863876,Booster
77,93 ,1,21-Jun-2019 15:08:19.863876,Accumulator
78,E9 ,20,21-Jun-2019 15:08:19.863876,Recycler
79,1C ,2,21-Jun-2019 15:08:19.929876,Booster
80,1C ,2,21-Jun-2019 15:08:19.996876,Booster
81,1D ,4,21-Jun-2019 15:08:20.063876,Booster
82,1D ,4,21-Jun-2019 15:08:20.129876,Booster
83,94 ,1,21-Jun-2019 15:08:20.129876,Accumulator
84,E9 ,20,21-Jun-2019 15:08:20.129876,Recycler
85,1C ,2,21-Jun-2019 15:08:20.196876,Booster
86,1C ,2,21-Jun-2019 15:08:20.263876,Booster
87,1D ,4,21-Jun-2019 15:08:20.329876,Booster
88,1D ,4,21-Jun-2019 15:08:20.396876,Booster
89,1D ,4,21-Jun-2019 15:08:20.463876,Booster
90,1D ,4,21-Jun-2019 15:08:20.529876,Booster
91,30 ,1,21-Jun-2019 15:08:20.529876,Accumulator
92,1D ,4,21-Jun-2019 15:08:20.596876,Booster
93,E2 ,5,21-Jun-2019 15:08:20.729876,Recycler
94,13 ,2,21-Jun-2019 15:08:20.796876,Booster
95,1D ,4,21-Jun-2019 15:08:20.863876,Booster
96,1D ,4,21-Jun-2019 15:08:20.929876,Booster
97,1D ,4,21-Jun-2019 15:08:20.996876,Booster
98,1D ,4,21-Jun-2019 15:08:21.063876,Booster
99,20 ,23,21-Jun-2019 15:08:21.129876,MI
100,12 ,1,21-Jun-2019 15:08:21.529876,Booster
101,1D ,4,21-Jun-2019 15:08:21.596876,Booster
102,1D ,4,21-Jun-2019 15:08:21.663876,Booster
103,1D ,4,21-Jun-2019 15:08:21.729876,Booster
104,12 ,1,21-Jun-2019 15:08:21.796876,Booster
105,1D ,4,21-Jun-2019 15:08:21.863876,Booster
106,1D ,4,21-Jun-2019 15:08:21.929876,Booster
107,1D ,4,21-Jun-2019 15:08:21.996876,Booster
108,1D ,4,21-Jun-2019 15:08:22.063876,Booster
109,1D ,4,21-Jun-2019 15:08:22.129876,Booster
110,E0 ,2,21-Jun-2019 15:08:23.196876,Recycler
111,19 ,2,21-Jun-2019 15:08:23.263876,Booster
112,1D ,4,21-Jun-2019 15:08:23.329876,Booster
113,1D ,4,21-Jun-2019 15:08:23.396876,Booster
114,1D ,4,21-Jun-2019 15:08:23.463876,Booster
115,1D ,4,21-Jun-2019 15:08:23.529876,Booster
116,12 ,1,21-Jun-2019 15:08:23.996876,Booster
117,1D ,4,21-Jun-2019 15:08:24.063876,Booster
