,Event,State ID,Time,Machine
0,1D ,4,21-Jun-2019 15:53:00.081847,Booster
1,E3 ,6,21-Jun-2019 15:53:00.081847,Recycler
2,A5 ,2,21-Jun-2019 15:53:00.081847,NuMI
3,15 ,2,21-Jun-2019 15:53:00.148546,Booster
4,15 ,2,21-Jun-2019 15:53:00.215147,Booster
5,15 ,2,21-Jun-2019 15:53:00.281847,Booster
6,15 ,2,21-Jun-2019 15:53:00.348547,Booster
7,15 ,2,21-Jun-2019 15:53:00.415147,Booster
8,15 ,2,21-Jun-2019 15:53:00.481847,Booster
9,15 ,2,21-Jun-2019 15:53:00.548547,Booster
10,15 ,2,21-Jun-2019 15:53:00.615147,Booster
11,15 ,2,21-Jun-2019 15:53:00.681847,Booster
12,15 ,2,21-Jun-2019 15:53:00.748547,Booster
13,15 ,2,21-Jun-2019 15:53:00.815147,Booster
14,15 ,2,21-Jun-2019 15:53:00.881847,Booster
15,2A ,9,21-Jun-2019 15:53:00.881847,MI
16,AE ,2,21-Jun-2019 15:53:00.881847,NuMI
17,1D ,4,21-Jun-2019 15:53:00.948547,Booster
18,93 ,1,21-Jun-2019 15:53:00.948547,Accumulator
19,E9 ,20,21-Jun-2019 15:53:00.948547,Recycler
20,1C ,2,21-Jun-2019 15:53:01.015147,Booster
21,1C ,2,21-Jun-2019 15:53:01.081847,Booster
22,12 ,1,21-Jun-2019 15:53:01.148847,Booster
23,17 ,5,21-Jun-2019 15:53:01.214847,Booster
24,94 ,1,21-Jun-2019 15:53:01.214847,Accumulator
25,E9 ,20,21-Jun-2019 15:53:01.214847,Recycler
26,1C ,2,21-Jun-2019 15:53:01.281847,Booster
27,1C ,2,21-Jun-2019 15:53:01.348847,Booster
28,1D ,4,21-Jun-2019 15:53:01.414847,Booster
29,32 ,1,21-Jun-2019 15:53:01.414847,Switchyard
30,1D ,4,21-Jun-2019 15:53:01.481847,Booster
31,E3 ,6,21-Jun-2019 15:53:01.481847,Recycler
32,A5 ,2,21-Jun-2019 15:53:01.481847,NuMI
33,15 ,2,21-Jun-2019 15:53:01.548847,Booster
34,15 ,2,21-Jun-2019 15:53:01.614847,Booster
35,15 ,2,21-Jun-2019 15:53:01.681847,Booster
36,15 ,2,21-Jun-2019 15:53:01.748847,Booster
37,15 ,2,21-Jun-2019 15:53:01.814847,Booster
38,15 ,2,21-Jun-2019 15:53:01.881847,Booster
39,15 ,2,21-Jun-2019 15:53:01.948847,Booster
40,15 ,2,21-Jun-2019 15:53:02.014847,Booster
41,15 ,2,21-Jun-2019 15:53:02.081847,Booster
42,15 ,2,21-Jun-2019 15:53:02.148847,Booster
43,15 ,2,21-Jun-2019 15:53:02.214847,Booster
44,15 ,2,21-Jun-2019 15:53:02.281847,Booster
45,2A ,9,21-Jun-2019 15:53:02.281847,MI
