,Event,State ID,Time,Machine
0,1D ,4,21-Jun-2019 14:57:05.094298,Booster
1,E3 ,6,21-Jun-2019 14:57:05.094298,Recycler
2,A5 ,2,21-Jun-2019 14:57:05.094298,NuMI
3,15 ,2,21-Jun-2019 14:57:05.160997,Booster
4,15 ,2,21-Jun-2019 14:57:05.227598,Booster
5,15 ,2,21-Jun-2019 14:57:05.294298,Booster
6,15 ,2,21-Jun-2019 14:57:05.360998,Booster
7,15 ,2,21-Jun-2019 14:57:05.427598,Booster
8,15 ,2,21-Jun-2019 14:57:05.494298,Booster
9,15 ,2,21-Jun-2019 14:57:05.560998,Booster
10,15 ,2,21-Jun-2019 14:57:05.627598,Booster
11,15 ,2,21-Jun-2019 14:57:05.694298,Booster
12,15 ,2,21-Jun-2019 14:57:05.760998,Booster
13,15 ,2,21-Jun-2019 14:57:05.827598,Booster
14,15 ,2,21-Jun-2019 14:57:05.894298,Booster
15,2A ,9,21-Jun-2019 14:57:05.894298,MI
16,AE ,2,21-Jun-2019 14:57:05.894298,NuMI
17,1D ,4,21-Jun-2019 14:57:05.960998,Booster
18,93 ,1,21-Jun-2019 14:57:05.960998,Accumulator
19,E9 ,20,21-Jun-2019 14:57:05.960998,Recycler
20,1C ,2,21-Jun-2019 14:57:06.027598,Booster
21,1C ,2,21-Jun-2019 14:57:06.094298,Booster
22,12 ,1,21-Jun-2019 14:57:06.161298,Booster
23,17 ,5,21-Jun-2019 14:57:06.227298,Booster
24,94 ,1,21-Jun-2019 14:57:06.227298,Accumulator
25,E9 ,20,21-Jun-2019 14:57:06.227298,Recycler
26,1C ,2,21-Jun-2019 14:57:06.294298,Booster
27,1C ,2,21-Jun-2019 14:57:06.361298,Booster
28,1D ,4,21-Jun-2019 14:57:06.427298,Booster
29,32 ,1,21-Jun-2019 14:57:06.427298,Switchyard
30,1D ,4,21-Jun-2019 14:57:06.494298,Booster
31,E3 ,6,21-Jun-2019 14:57:06.494298,Recycler
32,A5 ,2,21-Jun-2019 14:57:06.494298,NuMI
33,15 ,2,21-Jun-2019 14:57:06.561298,Booster
34,15 ,2,21-Jun-2019 14:57:06.627298,Booster
35,15 ,2,21-Jun-2019 14:57:06.694298,Booster
36,15 ,2,21-Jun-2019 14:57:06.761298,Booster
37,15 ,2,21-Jun-2019 14:57:06.827298,Booster
38,15 ,2,21-Jun-2019 14:57:06.894298,Booster
39,15 ,2,21-Jun-2019 14:57:06.961298,Booster
40,15 ,2,21-Jun-2019 14:57:07.027298,Booster
41,15 ,2,21-Jun-2019 14:57:07.094298,Booster
42,15 ,2,21-Jun-2019 14:57:07.161298,Booster
43,15 ,2,21-Jun-2019 14:57:07.227298,Booster
44,15 ,2,21-Jun-2019 14:57:07.294298,Booster
45,2A ,9,21-Jun-2019 14:57:07.294298,MI
46,AE ,2,21-Jun-2019 14:57:07.294298,NuMI
47,1D ,4,21-Jun-2019 14:57:07.361298,Booster
48,93 ,1,21-Jun-2019 14:57:07.361298,Accumulator
49,E9 ,20,21-Jun-2019 14:57:07.361298,Recycler
50,1C ,2,21-Jun-2019 14:57:07.427298,Booster
51,1C ,2,21-Jun-2019 14:57:07.494298,Booster
52,1D ,4,21-Jun-2019 14:57:07.561298,Booster
53,1D ,4,21-Jun-2019 14:57:07.627298,Booster
54,94 ,1,21-Jun-2019 14:57:07.627298,Accumulator
55,E9 ,20,21-Jun-2019 14:57:07.627298,Recycler
56,1C ,2,21-Jun-2019 14:57:07.694298,Booster
57,1C ,2,21-Jun-2019 14:57:07.761298,Booster
58,1D ,4,21-Jun-2019 14:57:07.827298,Booster
59,1D ,4,21-Jun-2019 14:57:07.894298,Booster
60,E3 ,6,21-Jun-2019 14:57:07.894298,Recycler
61,A5 ,2,21-Jun-2019 14:57:07.894298,NuMI
62,15 ,2,21-Jun-2019 14:57:07.961298,Booster
63,15 ,2,21-Jun-2019 14:57:08.027298,Booster
64,15 ,2,21-Jun-2019 14:57:08.094298,Booster
65,15 ,2,21-Jun-2019 14:57:08.161298,Booster
66,15 ,2,21-Jun-2019 14:57:08.227298,Booster
67,15 ,2,21-Jun-2019 14:57:08.294298,Booster
68,15 ,2,21-Jun-2019 14:57:08.361298,Booster
69,15 ,2,21-Jun-2019 14:57:08.427298,Booster
70,15 ,2,21-Jun-2019 14:57:08.494298,Booster
71,15 ,2,21-Jun-2019 14:57:08.561298,Booster
72,15 ,2,21-Jun-2019 14:57:08.627298,Booster
73,15 ,2,21-Jun-2019 14:57:08.694298,Booster
74,2A ,9,21-Jun-2019 14:57:08.694298,MI
75,AE ,2,21-Jun-2019 14:57:08.694298,NuMI
76,1D ,4,21-Jun-2019 14:57:08.761298,Booster
77,93 ,1,21-Jun-2019 14:57:08.761298,Accumulator
