,Event,State ID,Time,Machine
0,1D ,4,21-Jun-2019 15:59:06.100971,Booster
1,E3 ,6,21-Jun-2019 15:59:06.100971,Recycler
2,A5 ,2,21-Jun-2019 15:59:06.100971,NuMI
3,15 ,2,21-Jun-2019 15:59:06.167670,Booster
4,15 ,2,21-Jun-2019 15:59:06.234271,Booster
5,15 ,2,21-Jun-2019 15:59:06.300971,Booster
6,15 ,2,21-Jun-2019 15:59:06.367671,Booster
7,15 ,2,21-Jun-2019 15:59:06.434271,Booster
8,15 ,2,21-Jun-2019 15:59:06.500971,Booster
9,15 ,2,21-Jun-2019 15:59:06.567671,Booster
10,15 ,2,21-Jun-2019 15:59:06.634271,Booster
11,15 ,2,21-Jun-2019 15:59:06.700971,Booster
12,15 ,2,21-Jun-2019 15:59:06.767671,Booster
13,15 ,2,21-Jun-2019 15:59:06.834271,Booster
14,15 ,2,21-Jun-2019 15:59:06.900971,Booster
15,2A ,9,21-Jun-2019 15:59:06.900971,MI
16,AE ,2,21-Jun-2019 15:59:06.900971,NuMI
17,1D ,4,21-Jun-2019 15:59:06.967671,Booster
18,93 ,1,21-Jun-2019 15:59:06.967671,Accumulator
19,E9 ,20,21-Jun-2019 15:59:06.967671,Recycler
20,1C ,2,21-Jun-2019 15:59:07.034271,Booster
21,1C ,2,21-Jun-2019 15:59:07.100971,Booster
22,12 ,1,21-Jun-2019 15:59:07.167971,Booster
23,17 ,5,21-Jun-2019 15:59:07.233971,Booster
24,94 ,1,21-Jun-2019 15:59:07.233971,Accumulator
25,E9 ,20,21-Jun-2019 15:59:07.233971,Recycler
26,1C ,2,21-Jun-2019 15:59:07.300971,Booster
27,1C ,2,21-Jun-2019 15:59:07.367971,Booster
28,1D ,4,21-Jun-2019 15:59:07.433971,Booster
29,32 ,1,21-Jun-2019 15:59:07.433971,Switchyard
30,1D ,4,21-Jun-2019 15:59:07.500971,Booster
31,E3 ,6,21-Jun-2019 15:59:07.500971,Recycler
32,A5 ,2,21-Jun-2019 15:59:07.500971,NuMI
33,15 ,2,21-Jun-2019 15:59:07.567971,Booster
34,15 ,2,21-Jun-2019 15:59:07.633971,Booster
35,15 ,2,21-Jun-2019 15:59:07.700971,Booster
36,15 ,2,21-Jun-2019 15:59:07.767971,Booster
37,15 ,2,21-Jun-2019 15:59:07.833971,Booster
38,15 ,2,21-Jun-2019 15:59:07.900971,Booster
39,15 ,2,21-Jun-2019 15:59:07.967971,Booster
40,15 ,2,21-Jun-2019 15:59:08.033971,Booster
41,15 ,2,21-Jun-2019 15:59:08.100971,Booster
42,15 ,2,21-Jun-2019 15:59:08.167971,Booster
43,15 ,2,21-Jun-2019 15:59:08.233971,Booster
44,15 ,2,21-Jun-2019 15:59:08.300971,Booster
45,2A ,9,21-Jun-2019 15:59:08.300971,MI
46,AE ,2,21-Jun-2019 15:59:08.300971,NuMI
47,1D ,4,21-Jun-2019 15:59:08.367971,Booster
48,93 ,1,21-Jun-2019 15:59:08.367971,Accumulator
49,E9 ,20,21-Jun-2019 15:59:08.367971,Recycler
50,1C ,2,21-Jun-2019 15:59:08.433971,Booster
51,1C ,2,21-Jun-2019 15:59:08.500971,Booster
52,1D ,4,21-Jun-2019 15:59:08.567971,Booster
53,1D ,4,21-Jun-2019 15:59:08.633971,Booster
54,94 ,1,21-Jun-2019 15:59:08.633971,Accumulator
55,E9 ,20,21-Jun-2019 15:59:08.633971,Recycler
56,1C ,2,21-Jun-2019 15:59:08.700971,Booster
57,1C ,2,21-Jun-2019 15:59:08.767971,Booster
58,1D ,4,21-Jun-2019 15:59:08.833971,Booster
59,1D ,4,21-Jun-2019 15:59:08.900971,Booster
60,E3 ,6,21-Jun-2019 15:59:08.900971,Recycler
61,A5 ,2,21-Jun-2019 15:59:08.900971,NuMI
62,15 ,2,21-Jun-2019 15:59:08.967971,Booster
63,15 ,2,21-Jun-2019 15:59:09.033971,Booster
64,15 ,2,21-Jun-2019 15:59:09.100971,Booster
65,15 ,2,21-Jun-2019 15:59:09.167971,Booster
66,15 ,2,21-Jun-2019 15:59:09.233971,Booster
67,15 ,2,21-Jun-2019 15:59:09.300971,Booster
68,15 ,2,21-Jun-2019 15:59:09.367971,Booster
69,15 ,2,21-Jun-2019 15:59:09.433971,Booster
70,15 ,2,21-Jun-2019 15:59:09.500971,Booster
71,15 ,2,21-Jun-2019 15:59:09.567971,Booster
72,15 ,2,21-Jun-2019 15:59:09.633971,Booster
73,15 ,2,21-Jun-2019 15:59:09.700971,Booster
74,2A ,9,21-Jun-2019 15:59:09.700971,MI
75,AE ,2,21-Jun-2019 15:59:09.700971,NuMI
76,1D ,4,21-Jun-2019 15:59:09.767971,Booster
77,93 ,1,21-Jun-2019 15:59:09.767971,Accumulator
78,E9 ,20,21-Jun-2019 15:59:09.767971,Recycler
79,1C ,2,21-Jun-2019 15:59:09.833971,Booster
80,1C ,2,21-Jun-2019 15:59:09.900971,Booster
81,1D ,4,21-Jun-2019 15:59:09.967971,Booster
82,1D ,4,21-Jun-2019 15:59:10.033971,Booster
83,94 ,1,21-Jun-2019 15:59:10.033971,Accumulator
84,E9 ,20,21-Jun-2019 15:59:10.033971,Recycler
85,1C ,2,21-Jun-2019 15:59:10.100971,Booster
86,1C ,2,21-Jun-2019 15:59:10.167971,Booster
87,1D ,4,21-Jun-2019 15:59:10.233971,Booster
88,1D ,4,21-Jun-2019 15:59:10.300971,Booster
89,1D ,4,21-Jun-2019 15:59:10.367971,Booster
90,1D ,4,21-Jun-2019 15:59:10.433971,Booster
91,30 ,1,21-Jun-2019 15:59:10.433971,Accumulator
92,1D ,4,21-Jun-2019 15:59:10.500971,Booster
93,E2 ,5,21-Jun-2019 15:59:10.633971,Recycler
94,13 ,2,21-Jun-2019 15:59:10.700971,Booster
95,1D ,4,21-Jun-2019 15:59:10.767971,Booster
96,1D ,4,21-Jun-2019 15:59:10.833971,Booster
97,1D ,4,21-Jun-2019 15:59:10.900971,Booster
98,1D ,4,21-Jun-2019 15:59:10.967971,Booster
99,20 ,23,21-Jun-2019 15:59:11.033971,MI
100,12 ,1,21-Jun-2019 15:59:11.433971,Booster
101,1D ,4,21-Jun-2019 15:59:11.500971,Booster
102,1D ,4,21-Jun-2019 15:59:11.567971,Booster
103,1D ,4,21-Jun-2019 15:59:11.633971,Booster
104,12 ,1,21-Jun-2019 15:59:11.700971,Booster
105,1D ,4,21-Jun-2019 15:59:11.767971,Booster
106,1D ,4,21-Jun-2019 15:59:11.833971,Booster
107,1D ,4,21-Jun-2019 15:59:11.900971,Booster
108,1D ,4,21-Jun-2019 15:59:11.967971,Booster
109,1D ,4,21-Jun-2019 15:59:12.033971,Booster
110,E0 ,2,21-Jun-2019 15:59:13.100971,Recycler
111,19 ,2,21-Jun-2019 15:59:13.167971,Booster
112,1D ,4,21-Jun-2019 15:59:13.233971,Booster
113,1D ,4,21-Jun-2019 15:59:13.300971,Booster
114,1D ,4,21-Jun-2019 15:59:13.367971,Booster
115,1D ,4,21-Jun-2019 15:59:13.433971,Booster
116,12 ,1,21-Jun-2019 15:59:13.900971,Booster
117,1D ,4,21-Jun-2019 15:59:13.967971,Booster
118,1D ,4,21-Jun-2019 15:59:14.033971,Booster
119,1D ,4,21-Jun-2019 15:59:14.100971,Booster
120,1D ,4,21-Jun-2019 15:59:14.167971,Booster
121,1D ,4,21-Jun-2019 15:59:14.233971,Booster
122,12 ,1,21-Jun-2019 15:59:14.367971,Booster
123,1D ,4,21-Jun-2019 15:59:14.433971,Booster
124,1D ,4,21-Jun-2019 15:59:14.500971,Booster
125,1D ,4,21-Jun-2019 15:59:14.567971,Booster
126,1D ,4,21-Jun-2019 15:59:14.633971,Booster
127,1D ,4,21-Jun-2019 15:59:14.700971,Booster
128,12 ,1,21-Jun-2019 15:59:15.100971,Booster
129,1D ,4,21-Jun-2019 15:59:15.167971,Booster
130,1D ,4,21-Jun-2019 15:59:15.233971,Booster
131,1D ,4,21-Jun-2019 15:59:15.300971,Booster
132,1D ,4,21-Jun-2019 15:59:15.367971,Booster
133,1D ,4,21-Jun-2019 15:59:15.433971,Booster
134,1D ,4,21-Jun-2019 15:59:15.500971,Booster
135,1D ,4,21-Jun-2019 15:59:15.567971,Booster
136,1D ,4,21-Jun-2019 15:59:15.633971,Booster
137,E3 ,6,21-Jun-2019 15:59:15.767971,Recycler
138,A5 ,2,21-Jun-2019 15:59:15.767971,NuMI
139,15 ,2,21-Jun-2019 15:59:15.833971,Booster
140,15 ,2,21-Jun-2019 15:59:15.900971,Booster
141,15 ,2,21-Jun-2019 15:59:15.967971,Booster
142,15 ,2,21-Jun-2019 15:59:16.033971,Booster
143,15 ,2,21-Jun-2019 15:59:16.100971,Booster
144,15 ,2,21-Jun-2019 15:59:16.170971,Booster
145,15 ,2,21-Jun-2019 15:59:16.230971,Booster
146,15 ,2,21-Jun-2019 15:59:16.300971,Booster
147,15 ,2,21-Jun-2019 15:59:16.370971,Booster
148,15 ,2,21-Jun-2019 15:59:16.430971,Booster
149,15 ,2,21-Jun-2019 15:59:16.500971,Booster
150,15 ,2,21-Jun-2019 15:59:16.570971,Booster
151,2A ,9,21-Jun-2019 15:59:16.570971,MI
152,AE ,2,21-Jun-2019 15:59:16.570971,NuMI
153,1D ,4,21-Jun-2019 15:59:16.630971,Booster
154,1D ,4,21-Jun-2019 15:59:16.700971,Booster
155,1D ,4,21-Jun-2019 15:59:16.770971,Booster
156,1D ,4,21-Jun-2019 15:59:16.830971,Booster
157,1D ,4,21-Jun-2019 15:59:16.900971,Booster
158,1D ,4,21-Jun-2019 15:59:16.970971,Booster
159,1D ,4,21-Jun-2019 15:59:17.030971,Booster
160,1D ,4,21-Jun-2019 15:59:17.100971,Booster
161,1D ,4,21-Jun-2019 15:59:17.170971,Booster
162,E3 ,6,21-Jun-2019 15:59:17.170971,Recycler
163,A5 ,2,21-Jun-2019 15:59:17.170971,NuMI
164,15 ,2,21-Jun-2019 15:59:17.230971,Booster
165,15 ,2,21-Jun-2019 15:59:17.300971,Booster
166,15 ,2,21-Jun-2019 15:59:17.370971,Booster
167,15 ,2,21-Jun-2019 15:59:17.430971,Booster
168,15 ,2,21-Jun-2019 15:59:17.500971,Booster
169,15 ,2,21-Jun-2019 15:59:17.570971,Booster
170,15 ,2,21-Jun-2019 15:59:17.630971,Booster
171,15 ,2,21-Jun-2019 15:59:17.700971,Booster
172,15 ,2,21-Jun-2019 15:59:17.770971,Booster
173,15 ,2,21-Jun-2019 15:59:17.830971,Booster
174,15 ,2,21-Jun-2019 15:59:17.900971,Booster
175,15 ,2,21-Jun-2019 15:59:17.970971,Booster
176,2A ,9,21-Jun-2019 15:59:17.970971,MI
177,AE ,2,21-Jun-2019 15:59:17.970971,NuMI
178,12 ,1,21-Jun-2019 15:59:18.030971,Booster
179,17 ,5,21-Jun-2019 15:59:18.100971,Booster
180,1D ,4,21-Jun-2019 15:59:18.170971,Booster
181,1D ,4,21-Jun-2019 15:59:18.230971,Booster
182,1D ,4,21-Jun-2019 15:59:18.300971,Booster
183,1D ,4,21-Jun-2019 15:59:18.370971,Booster
184,1D ,4,21-Jun-2019 15:59:18.430971,Booster
185,1D ,4,21-Jun-2019 15:59:18.500971,Booster
186,1D ,4,21-Jun-2019 15:59:18.570971,Booster
187,E3 ,6,21-Jun-2019 15:59:18.570971,Recycler
188,A5 ,2,21-Jun-2019 15:59:18.570971,NuMI
189,15 ,2,21-Jun-2019 15:59:18.630971,Booster
190,15 ,2,21-Jun-2019 15:59:18.700971,Booster
191,15 ,2,21-Jun-2019 15:59:18.770971,Booster
192,15 ,2,21-Jun-2019 15:59:18.830971,Booster
193,15 ,2,21-Jun-2019 15:59:18.900971,Booster
194,15 ,2,21-Jun-2019 15:59:18.970971,Booster
195,15 ,2,21-Jun-2019 15:59:19.030971,Booster
196,15 ,2,21-Jun-2019 15:59:19.100971,Booster
197,15 ,2,21-Jun-2019 15:59:19.170971,Booster
198,15 ,2,21-Jun-2019 15:59:19.230971,Booster
199,15 ,2,21-Jun-2019 15:59:19.300971,Booster
200,15 ,2,21-Jun-2019 15:59:19.370971,Booster
201,2A ,9,21-Jun-2019 15:59:19.370971,MI
202,AE ,2,21-Jun-2019 15:59:19.370971,NuMI
203,1D ,4,21-Jun-2019 15:59:19.430971,Booster
204,1D ,4,21-Jun-2019 15:59:19.500971,Booster
205,1D ,4,21-Jun-2019 15:59:19.570971,Booster
206,1D ,4,21-Jun-2019 15:59:19.630971,Booster
207,1D ,4,21-Jun-2019 15:59:19.700971,Booster
208,1D ,4,21-Jun-2019 15:59:19.770971,Booster
209,1D ,4,21-Jun-2019 15:59:19.830971,Booster
210,1D ,4,21-Jun-2019 15:59:19.900971,Booster
211,1D ,4,21-Jun-2019 15:59:19.970971,Booster
212,E3 ,6,21-Jun-2019 15:59:19.970971,Recycler
